"site","param","tau","slope","intercept","fall_n","spring_n","summer_n","winter_n","df","test_stat_chi","test_stat_z","p_value_chi","p_value_z","slope_lcl","slope_ucl"
"4AROA018.04","DO",-0.000976744031543879,-0.00285714285714289,-6.30985833333333,76,79,94,0,2,6.19010258226461,-0.224190618676918,0.045272690313154,0.822608982912545,-0.0320126296965963,0.0249999999999999
"4AROA018.04","TEMP",-0.111475712034223,-0.0663636363636364,83.1249999999999,76,81,95,0,2,5.8472431646731,-2.81171510417811,0.0537387152778025,0.00492781289979535,-0.11,-0.0185597744066062
"4AROA059.12","DO",0.00226773311228214,0,17.6800803571429,87,98,98,94,3,3.86764284467859,0.0551607995425541,0.276115565407473,0.95601035879527,-0.0112049822434549,0.01005
"4AROA059.12","TEMP",0.075321324260968,0.035,-55.918675,94,103,103,99,3,0.658402486504033,2.23714281807483,0.882941680650517,0.0252770072305878,0.00252009048800997,0.0682811798476087
"4AROA202.20","DO",-0.0191720450695356,-0.00409090909090908,19.3749886363637,106,108,99,96,3,4.11758451961728,-0.578995518001212,0.249043860613402,0.562592197410671,-0.0199999999999999,0.00869565217391301
"4AROA202.20","TEMP",0.0739787823270785,0.0333333333333334,-57.6530469047618,114,115,104,106,3,0.185877669076081,2.28217520179759,0.979836268637618,0.0224789985462431,0.00313565457674676,0.0625
"4AROA227.42","DO",0.0541273252288647,0.00835416666666666,-11.3010832373272,100,103,97,102,3,0.851431288081413,1.6159146397326,0.837129842847337,0.106112769949208,0,0.0207567847714249
"4AROA227.42","TEMP",0.069483357661164,0.0296296296296297,-43.1132608695651,109,111,104,107,3,0.544307614179825,2.1175490745842,0.909054796836885,0.0342132749670437,0,0.0562500000000001
"4ASRE007.90","DO",0.19042138798568,0.0333333333333332,-55.3889001012146,91,101,103,103,3,2.90183927239294,5.65684196525471,0.407008547028774,1.54183609412694e-08,0.0210526315789473,0.04375
"4ASRE007.90","TEMP",-0.0261399138922075,-0.00967741935483868,30.9455948529412,101,112,112,111,3,1.730758670086,-0.824496613317581,0.630117229526251,0.409657439319195,-0.0362175593864038,0.015
"4ASRE033.19","DO",0.179603129831321,0.0285714285714287,-49.0384368131868,95,98,98,94,3,1.6476716997208,5.20405600807995,0.648629528886254,1.94985198453179e-07,0.0181818181818182,0.0409145141766662
"4ASRE033.19","TEMP",-0.0212863363590267,-0.00799999999999997,29.4942095588237,103,104,103,99,3,2.03519972625808,-0.654023092558115,0.565133106381402,0.513096928062364,-0.0333333333333334,0.0166666666666666
"4ASRE043.54","DO",0.161429101555152,0.0290399385560676,-40.3690361308316,69,73,73,79,3,12.2065489861267,3.98515267964518,0.00670808602666828,6.74367504089653e-05,0.0142857142857143,0.0454838709677419
"4ASRE043.54","TEMP",-0.0637240724284632,-0.016284375,53.984315625,78,81,80,84,3,16.3848183813964,-1.58989316743846,0.000945502636022777,0.11185888804242,-0.0376422150562213,0.000536099970862906
"4ATKR000.69","DO",0.0966827880675759,0.0178260869565217,-23.8292045454545,98,99,95,93,3,2.88078331753248,2.77187570992035,0.410373604927624,0.00557343128225956,0.00370370370370369,0.032161560689381
"4ATKR000.69","TEMP",0.0869438678812995,0.0325,-52.8893083333334,104,107,100,102,3,2.20743073532349,2.58052657496925,0.530486231514487,0.00986497632061394,0.00606402748577416,0.0555555555555556
"5ABLW022.84","DO",-0.103208557170908,-0.0199999999999999,49.7327203947368,86,96,90,83,3,5.38207721282173,-2.87361696793835,0.14586431597486,0.00405800781673432,-0.0333333333333333,-0.00689655172413794
"5ABLW022.84","TEMP",0.0293656611558289,0.0115384615384615,-3.96750000000002,86,96,91,83,3,1.17280031711367,0.764202830851318,0.759535035358727,0.44474637985582,-0.0199861763846633,0.0453168860898753
"5ABLW074.66","DO",-0.117045022968846,-0.0332638888888889,64.4642592592593,99,107,109,98,3,4.93205059321226,-3.54084720419812,0.176840889460323,0.000398844480966705,-0.0516125901575466,-0.0147031051123059
"5ABLW074.66","TEMP",0.0338300511450013,0.0119513513513513,2.90121097467763,103,107,107,98,3,1.87368418660628,1.0276216872795,0.599033160410171,0.304127818557307,-0.0100086140642916,0.0385168265097244
"5AMHN052.34","DO",-0.225532581194153,-0.0518518518518518,111.264454994019,98,104,102,100,3,20.8921148701537,-6.67843334568575,0.000110849216180431,2.41510022044761e-11,-0.0667741169331184,-0.0375
"5AMHN052.34","TEMP",0.0547908910512291,0.02,-9.08612500000012,100,104,101,100,3,2.93205400394938,1.61107716964701,0.402220185350278,0.107162903731716,-0.0034247074449679,0.048
"5ANTW078.20","DO",-0.0368913868012228,-0.00593749999999998,1.17198066202097,96,103,99,97,3,16.8775998134694,-1.09498725845783,0.00074891003621036,0.27352221861398,-0.0166118595714976,0.004
"5ANTW078.20","TEMP",0.0524375036051451,0.0225,-40.2129902876984,98,103,99,97,3,4.90365411166916,1.53274374658035,0.178989542463798,0.125339005831234,-0.00399999999999999,0.052062826388771
"5ANTW109.02","DO",0.00147984318826325,0,9.29462500000012,93,100,102,93,3,8.41272467905765,-0.0466575518620151,0.0382093085061757,0.962786162182997,-0.00905244568146748,0.00909090909090915
"5ANTW109.02","TEMP",-0.0212942814839325,-0.00875000000000004,24.1930488343254,94,102,105,94,3,2.22049729796911,-0.688279812323601,0.527922335312053,0.491276591979858,-0.0373450904857273,0.0179541433684985
"5ASRN003.69","DO",-0.13332154115907,-0.0306815476190476,92.4584318452381,67,77,66,70,3,10.3635325818654,-3.23520410052392,0.0157157930202043,0.00121555805496356,-0.0491637681992291,-0.0125
"5ASRN003.69","TEMP",-0.294219821116413,-0.193333333333333,447.182425,68,77,66,71,3,2.12645960936653,-7.24157989076766,0.546578379081241,4.43487794601518e-13,-0.242388341373469,-0.14294606790993
"5BBBC000.76","DO",-0.151228159222345,-0.0422222222222222,86.5225627165627,0,64,65,0,1,1.77759680094923,-2.51722550343397,0.18244470254296,0.0118283097169197,-0.073487799980221,-0.00864708877742384
"5BBBC000.76","TEMP",-0.0193932183224271,-0.00880263377926417,70.9171428571429,0,83,81,0,1,0.921415936603779,-0.374075591764112,0.337103468013454,0.708348077553626,-0.0558805654939972,0.0374144576355028
"5BHPC001.46","DO",-0.0905661420361505,-0.0260000000000002,70.4900000000001,107,103,101,91,3,19.2025955523821,-2.88141427596005,0.000248254386636781,0.00395894909333423,-0.0434425702800677,-0.0083333333333333
"5BHPC001.46","TEMP",0.00122982793474964,0,21.2976875,110,108,103,93,3,3.72265062009177,0.0731772986378954,0.29301226174275,0.941665031008818,-0.0337670825658329,0.0372303666296251
"5BNLR013.61","DO",-0.0689577817005002,-0.015400641025641,31.50675,91,89,104,0,2,0.505065682363422,-1.72371859230109,0.776830700382196,0.0847586569501602,-0.0333333333333335,3.50735302068123e-05
"5BNLR013.61","TEMP",0.0319041253570208,0.014375,13.3996666666668,91,90,105,0,2,0.740699959384812,0.852582332106543,0.690492629946418,0.393890963759496,-0.0192302477224326,0.0489473684210526
"5BNTW011.90","DO",-0.194377768183041,-0.049984375,73.6504489144317,84,86,101,80,3,15.8639879188915,-5.53293025306582,0.00120916508893343,3.14924723037399e-08,-0.0647159822449539,-0.0333333333333333
"5BNTW011.90","TEMP",-0.0102508157444401,-0.00425000000000001,70.0492964285713,84,88,106,87,3,5.00379160587485,-0.37579880050129,0.171519714734324,0.707066479615851,-0.039924504224457,0.0272486818441714
"5BWNC001.73","DO",0.0599754594820384,0.0135912698412698,-18.090125,96,91,106,91,3,9.08499111319761,1.60242049749297,0.0281819675350915,0.109062655158634,-0.00208333333333335,0.0315221907992115
"5BWNC001.73","TEMP",0.0313828387332414,0.0130495275919733,-4.86436625000004,95,92,106,98,3,2.11779105658422,0.948573859935995,0.548321905216222,0.342837391079209,-0.0156346882325209,0.0473684210526316
"5BWNC003.65","DO",0.00461157558074291,0,-10.6877272727273,0,65,68,0,1,2.91464736076731,0.0348352519774524,0.0877785988678162,0.972211110667839,-0.0299762129651121,0.0325244099811366
"5BWNC003.65","TEMP",-0.0624492440210597,-0.0304347826086956,96.1698055440199,0,82,83,0,1,0.169772986986433,-1.17392535278429,0.680313640150359,0.24042492649935,-0.0846153846153847,0.0173077243775748
"6BCLN271.50","DO",-0.0353394249726003,-0.00497222222222223,25.8416129032259,0,67,69,63,2,1.24482306594731,-0.738164749526267,0.536648729794395,0.46041434087531,-0.0181818181818182,0.0074076647652315
"6BCLN271.50","TEMP",-0.0269096118961513,-0.0100000000000001,18.5415541666667,0,70,72,70,2,3.56925432910043,-0.563111928350542,0.167859633356768,0.573358669452348,-0.0456994003541226,0.0247959148014899
"6BGUE006.50","DO",0.0576841621617741,0.00499999999999998,-14.6651249999999,0,0,68,64,1,1.48788113602903,0.92767599722322,0.222545504771104,0.353575662898041,-0.00949844814624109,0.025332182943991
"6BGUE006.50","TEMP",-0.0389248203427308,-0.0124029684873949,37.3182295454545,0,0,76,68,1,1.1746073483905,-0.740101637109495,0.278456572916122,0.459238325429115,-0.0555555555555556,0.0218327224827106
"6BSTO004.56","DO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6BSTO004.56","TEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6CNFH008.78","DO",-0.104788056704315,-0.02,63.4654642857144,93,101,94,90,3,13.2510151209916,-3.04661433592382,0.00412405078916134,0.00231434441561499,-0.032258064516129,-0.00636363636363639
"6CNFH008.78","TEMP",0.0116943248087857,0.00275238095238097,-9.33663437499992,97,104,101,97,3,4.40934174826708,0.362984635022964,0.220520751764941,0.716616362161906,-0.0217391304347826,0.0333333333333333
"6CNFH085.20","DO",0.0343838902728753,0.00367003367003362,-1.78642102750194,66,75,69,68,3,4.63913102506856,0.910290903405911,0.200210813826587,0.362669114591105,-0.0069033170795353,0.0166666666666666
"6CNFH085.20","TEMP",0.0253733868026954,0.00931034482758619,-27.4681806112786,73,81,77,75,3,2.90277880436481,0.592218544635712,0.406858935501202,0.553704252850806,-0.016898442775259,0.0423815778527013
"7-PAR003.09","DO",0.306949350762339,0.0875,-172.36,107,106,84,0,2,1.48067867063309,7.64894313935372,0.476952041385842,2.02637811746047e-14,0.0666666666666667,0.107058823529412
"7-PAR003.09","TEMP",0.0434816964293586,0.02,7.80767272727279,108,106,84,0,2,0.764225842316423,1.12237555720779,0.682417989424656,0.261702792643394,-0.0168549835616658,0.0629746266679784
"7-SBB000.17","DO",0.225543248684597,0.0461538461538462,-84.485,88,87,66,0,2,5.3599010802289,4.82460528267563,0.0685665453638991,1.40280801648464e-06,0.0264771226355961,0.0642857142857143
"7-SBB000.17","TEMP",0.101911361175201,0.0547368421052632,-88.6014217436976,89,88,69,0,2,1.19782738836572,2.23400827891105,0.549408137299536,0.0254825283321286,0.00599999999999987,0.0999999999999998
"8-NAR005.42","DO",-0.0748677029188503,-0.0106904761904762,25.67741821397,101,112,113,102,3,3.33675329268963,-2.3664886710943,0.34255994214566,0.0179577238533952,-0.0199600179836766,-0.00166666666666663
"8-NAR005.42","TEMP",0.0611847409747933,0.0253993693693694,-31.870705049261,106,116,117,108,3,3.43754183115862,1.98482315962686,0.328953538926928,0.0471641498501425,0,0.0521739130434782
"9-NEW030.15","DO",0.108034014939861,0.0166666666666666,-13.6526511752137,99,101,98,89,3,2.97013795226967,3.16263568226228,0.396252269210853,0.00156347858323913,0.00500000000000006,0.0266666666666666
"9-NEW030.15","TEMP",0.0190163259165238,0.00723121118012423,0.271428571428622,103,104,99,94,3,0.206366740659425,0.557489863432831,0.976555002503832,0.577192782832046,-0.0208333333333333,0.038601851851852
"9-NEW081.72","DO",0.0855330498693983,0.0146088850174216,-26.7859556623931,99,106,104,102,3,1.53488319741071,2.5439952410201,0.674243021974298,0.0109592577710382,5.55555555555248e-05,0.0275862068965517
"9-NEW081.72","TEMP",0.0300388901274029,0.0115472307692307,-18.4584,105,110,106,105,3,14.4953658511667,0.8810701259295,0.00230285456706636,0.378279865422092,-0.0131614760771073,0.0416666666666667
"9-NEW148.23","DO",0.0497124927684697,0.005525,-1.66902083333343,93,99,94,87,3,1.94683484886912,1.36236084103856,0.583514323929116,0.173084035499801,-0.00230769230769226,0.0153846153846154
"9-NEW148.23","TEMP",-0.00881250639003486,0,26.5082571428571,101,103,99,91,3,4.97357250477501,-0.208149760448912,0.17374255515263,0.835112034709249,-0.0337752251867701,0.0259218355211733
"9-PKC004.65","DO",0.0809544924035085,0.0130434782608696,-11.9492386363637,0,0,87,82,1,7.10840640470391,1.46452287651495,0.00767232860325184,0.143051137185467,-0.00499999999999998,0.032501303026226
"9-PKC004.65","TEMP",0.103066281721498,0.04,-62.0479474078748,0,0,88,83,1,0.52668927076306,1.99989578060879,0.468002094184915,0.0455115188806066,0,0.0777777777777778
"9-RDC009.00","DO",0.204538030911131,0.032962962962963,-51.8291630769231,0,75,0,62,1,6.46668028651224,3.23023712898932,0.0109915663721034,0.00123687586040217,0.0119304488341963,0.0500141016399965
"9-RDC009.00","TEMP",-0.0161899177753902,-0.000989024390243894,22.8884,0,78,74,68,2,3.45474245194007,-0.285758354288325,0.177751063717618,0.775063207047728,-0.033785925925926,0.0237523831440832
"9-STE002.41","DO",0.216158934990216,0.0384615384615385,-77.2540699404762,79,85,74,78,3,2.39746962734923,5.63653242380118,0.494105824600998,1.73508379565979e-08,0.025,0.0524658395282715
"9-STE002.41","TEMP",-0.0407316662959101,-0.0129032258064516,44.5462121212122,86,89,77,79,3,1.86980890740837,-1.00485682756037,0.599862804761719,0.314965795465923,-0.0416666666666667,0.0142857142857142
"USGS-01472157","PH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS-01472157","SPCOND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS-01481000","PH",0.280242615658444,0.0105263157894737,-15.4440476190476,106,128,128,49,3,3.04892887102594,7.64117379579232,0.38414265640139,2.1525027570234e-14,0.00789473684210526,0.0129032258064516
"USGS-01481000","SPCOND",0.48253953326175,2.46666666666667,-4819.84083577713,107,128,128,48,3,13.5934166281365,14.2710716773998,0.00351422048899841,3.31445692339562e-46,2.20689655172414,2.73333333333333
"USGS-01481000","TEMP",0.0210446579491523,0.00588235294117651,20.9140024893314,106,128,128,48,3,5.88418053177915,0.608475611237173,0.117383088571861,0.542872076688253,-0.0181818181818182,0.0409090909090908
"USGS-01491000","CA_DISS",0.273951269968969,0.0625,-123.771117063492,57,56,0,0,1,1.1448736610425,4.25858856999532,0.284624848821409,2.05721708436999e-05,0.0333333333333333,0.0926990236859361
"USGS-01491000","CL_DISS",0.346408458797839,0.0909090909090909,-163.064173018293,57,56,0,0,1,0.497738547306209,5.36584735245019,0.480495473752262,8.05700619822763e-08,0.0599999999999999,0.125
"USGS-01491000","HARDNESS",0.318934605217791,0.277142857142857,-528.198844537815,57,56,0,0,1,1.04254247622291,4.94272110997951,0.307230895602109,7.70396529742161e-07,0.180021950305391,0.379395964563457
"USGS-01491000","MG_DISS",0.419319618434663,0.0272972972972973,-51.849880004085,57,56,0,0,1,1.29155228923261,6.50463697400389,0.255762080504729,7.78812250962748e-11,0.02,0.03375
"USGS-01491000","NA_DISS",0.219854039765544,0.0415384615384615,-69.5005376940133,57,56,0,0,1,1.77891553874073,3.38733405144787,0.182282548433666,0.000705753984345064,0.0176537138884946,0.0676562627763637
"USGS-01491000","PH",-0.0101933924735698,0,6.8375,110,113,110,112,3,3.76384512485379,-0.295268826171442,0.288119650321764,0.767788528554803,-0.00277777777777777,0.00199999999999999
"USGS-01491000","SO4_DISS",-0.00659871791853997,0,4.27699999999999,50,52,0,0,1,3.17336676793396,-0.126946277608428,0.0748480076318219,0.898982918672796,-0.026993902654014,0.0275862068965517
"USGS-01491000","SPCOND",0.103989775610259,0.3,-525.907994111623,109,113,109,110,3,2.27683338324651,3.24302223178889,0.516973537971177,0.0011826898227286,0.125,0.497585069149358
"USGS-01491000","TDS",0.409085162624986,0.671875,-1202.08143939394,57,56,0,0,1,3.00322906642611,6.3438583537058,0.0830987423015279,2.24080870425829e-10,0.5,0.846153846153846
"USGS-01491000","TEMP",0.0370717901338508,0.00416666666666669,-25.7265151515152,112,115,108,108,3,8.32924104194488,1.11319355269594,0.0396754887648304,0.265625311077395,0,0.0428571428571429
"USGS-01491000","TN",0.213365308330269,0.00869565217391304,-18.2075,101,108,102,109,3,5.60955441543366,6.43028133334884,0.132230924095086,1.2736798578331e-10,0.00588235294117646,0.0111111111111111
"USGS-01491000","TP",0.18336201633919,0.000777777777777778,-1.15386363636364,106,108,107,107,3,8.44395075011765,5.59963915999651,0.0376746070144022,2.14798443627195e-08,0.000484400330752215,0.00108333333333333
"USGS-01545600","CA_DISS",-0.106284212451744,-0.00486832986832987,11.8566607066024,78,77,73,72,3,7.81912683845069,-2.70147974361985,0.04990151921061,0.00690316852061831,-0.00910204779321612,-0.000603535833537678
"USGS-01545600","CL_DISS",0.046095294921586,0,-2.28965517241379,79,75,71,72,3,6.69480808500608,1.221390047375,0.0822883673500342,0.221938373688356,0,0.00357142857142857
"USGS-01545600","HARDNESS",-0.11254087796245,-0.0142857142857143,37.9470588235294,81,77,73,73,3,13.5506497585185,-2.8629747031405,0.00358521380025967,0.00419684068864233,-0.0272727272727273,0
"USGS-01545600","MG_DISS",-0.15526075330871,-0.0015625,4.12629020398482,81,77,73,73,3,8.24011956355387,-3.90350078846403,0.0413012680609552,9.48112412587869e-05,-0.0025,-5e-04
"USGS-01545600","NA_DISS",0.17712964784576,0.005,-12.0400857723577,70,0,0,66,1,1.47241151887139,3.06054144947467,0.224965595469702,0.00220937177162771,0.00105436763265034,0.00881576823050436
"USGS-01545600","PH",0.122868884634629,0.00405405405405404,-0.634090909090909,77,77,75,69,3,11.1842547627891,3.18923386744795,0.0107701438769555,0.00142650420437931,8.88178419700125e-16,0.00750332533398982
"USGS-01545600","SO4_DISS",-0.346296883090122,-0.0345032840722496,78.1510416666667,74,72,70,68,3,0.368988909601995,-8.56344015443014,0.94657145716068,1.09548742818454e-17,-0.0422462085969937,-0.0280379661913564
"USGS-01545600","SPCOND",-0.0700518864729391,-0.0263157894736842,70.6380208333333,77,77,75,71,3,18.7462230795599,-1.7703168567591,0.000308498269449786,0.0766743715074828,-0.0555555555555556,0
"USGS-01545600","TEMP",0.060885803061143,0.015,-28.0207539682539,74,76,73,68,3,2.83636759309104,1.46657815564286,0.417548101973807,0.1424908459913,-0.000261971188685793,0.0454545454545455
"USGS-01604500","PH",0.172612461739174,0.00555555555555554,-6.54285714285709,71,0,79,74,2,6.33638913152289,3.70689811238222,0.0420795011357723,0.000209813303320225,0,0.0096774193548387
"USGS-01604500","SPCOND",0.264770884489194,1.31231527093596,-2107.24686379928,71,0,79,72,2,9.46784149009334,5.81379500921765,0.00879193244986531,6.10721951523208e-09,0.9,1.74329561820787
"USGS-01608500","PH",0.232162211778097,0.0100000000000001,-18.1947368421053,58,0,60,54,2,2.71947384527114,4.42141012992329,0.256728307476797,9.80588481296684e-06,0.00499999999999998,0.0153846153846154
"USGS-01608500","SPCOND",0.138767399296063,0.588235294117647,-1343.42045454545,58,0,60,53,2,3.25432626226484,2.72534751668028,0.196486189785509,0.00642338388892487,0.142857142857143,1
"USGS-01611500","PH",0.276006379585327,0.0133333333333333,-14.2388888888889,58,0,61,56,2,1.6852791716214,5.29772518963635,0.43057248908752,1.17254256035608e-07,0.00810810810810813,0.0179487179487179
"USGS-01611500","SPCOND",0.0492818678834217,0.176470588235294,-382.666666666667,55,0,61,54,2,3.47074428148262,0.971641677248839,0.176334566798243,0.331228840958411,-0.170791531492832,0.516129032258065
"USGS-01616500","PH",0.211507333246464,0.00333333333333332,0.935714285714311,53,0,56,52,2,1.43809220410344,3.99512087175406,0.487216789461805,6.46612551803697e-05,0,0.00606060606060604
"USGS-01616500","SPCOND",0.431352287750543,4.67647058823529,-9265.18472906404,52,0,56,50,2,6.62848701408947,7.96627505006818,0.0363615454284009,1.63528749998796e-15,3.8,5.48012468910693
"USGS-01631000","NO23F",-0.239056510054596,-0.0116666666666667,18.6759553349876,73,69,70,66,3,9.3458523658289,-5.92648458091581,0.0250290601076687,3.09488430294437e-09,-0.015,-0.00806451612903226
"USGS-01631000","SPCOND",0.001674951741574,0,321.16149068323,81,79,79,77,3,4.97093808533395,0.00635228813110725,0.173937611549161,0.994931641460474,-0.384615384615385,0.441735190837803
"USGS-01631000","TEMP",0.0783759909838812,0.0294117647058824,-36.1613576007326,74,74,74,69,3,7.88278119421065,2.01196775611565,0.0484974136171551,0.0442233360447984,0,0.06
"USGS-01634000","NO23F",0.0678051029736696,0.00458333333333333,-6.59594951923077,66,71,66,63,3,0.715489940268855,1.5899321513439,0.869554652248844,0.111850099521797,-0.000714285714285715,0.0102719646937391
"USGS-01634000","SPCOND",0.136070807422532,0.977083333333333,-1450.82081280788,70,77,74,69,3,5.32143458545758,3.35157197415067,0.14971756461463,0.000803541485861401,0.407195547260203,1.46540007312742
"USGS-01634000","TEMP",0.0545159168261635,0.0185185185185185,-47.8554166221839,63,71,69,61,3,2.99441155031163,1.37539636022874,0.392487608064346,0.169008596790707,-0.00477724714751657,0.0551884615757549
"USGS-01634000","PH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS-01646580","CA_DISS",0.104590017825312,0.068,-105.442,73,89,73,71,3,4.09827710173129,2.62770523355369,0.251045660896183,0.00859629690395884,0.0103145278737871,0.12258064516129
"USGS-01646580","CL_DISS",0.34187928726528,0.21062030075188,-394.0825,96,103,81,80,3,3.24666049609199,9.4670848831663,0.355135772244823,2.87762210835739e-21,0.169753050057859,0.253846153846154
"USGS-01646580","FE_DISS",-0.0643495521375706,-0.125657894736842,328.004812834225,64,78,56,50,3,1.32602762636188,-1.42349259341067,0.722962033324694,0.154593407689437,-0.333333333333333,0.0419022656520572
"USGS-01646580","HARDNESS",0.172180324141739,0.4,-676.661176470588,76,89,73,73,3,3.18769749985736,4.38559772398115,0.36358136449796,1.15667713596428e-05,0.222222222222222,0.591683102875967
"USGS-01646580","MG_DISS",0.172155495194711,0.0333333333333333,-80.4670512820512,73,89,73,71,3,2.09410525892531,4.24236057404121,0.553106229867782,2.21180952261942e-05,0.0166666666666667,0.05
"USGS-01646580","NA_DISS",0.0847482764149431,0.0393095238095238,-37.2579440789473,73,89,73,71,3,10.9446576677408,2.33929734949209,0.012028927618849,0.0193200497896931,0.00466708793395241,0.0749971730747931
"USGS-01646580","NH4F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS-01646580","PH",-0.0423067506829483,0,10.9904411764706,102,108,94,90,3,1.57290845458747,-1.25536102026927,0.665548125863351,0.209347732927918,-0.00374388511434288,0
"USGS-01646580","SO4_DISS",-0.219181711629584,-0.212121212121212,542.660049019608,87,95,76,74,3,6.10514216598616,-5.88118974709584,0.106605388037785,4.07327879741689e-09,-0.286666666666667,-0.14394457204075
"USGS-01646580","SPCOND",0.059213978222812,0.371198156682028,-642.236842105263,100,108,94,89,3,4.24144657689009,1.68532647859196,0.236544917986739,0.0919255997982697,-0.0526315789473684,0.807692307692308
"USGS-01646580","TDS",0.108412198643092,0.375,-472.249912464986,73,89,72,71,3,4.74581113504831,2.76952809207037,0.191384804614323,0.00561375630067414,0.104166666666667,0.616666666666667
"USGS-01646580","TEMP",0.0862555550779562,0.0333333333333334,-57.8016666666667,93,97,86,81,3,3.66504094449246,2.28936623729139,0.299979204458304,0.0220580821131139,0,0.065412488439614
"USGS-01646580","TN",-0.0109143657462985,0,1.75,97,103,86,85,3,2.50054658963219,-0.309513281482981,0.475192310455734,0.756931110680627,-0.00384615384615385,0.00245648987071278
"USGS-01646580","TP",-0.199729508131631,-0.000735294117647059,1.53335961538462,100,107,91,86,3,4.57224617781244,-5.69007508545854,0.205935912998285,1.26983521973037e-08,-0.001,-5e-04
"USGS-01668000","PH",0.210548668674774,0.0111111111111111,-11.140909090909,0,112,103,102,2,2.02500475317304,5.5059262773241,0.363308705923412,3.67232196542836e-08,0.00714285714285715,0.0148148148148148
"USGS-01668000","SPCOND",0.399815812495618,0.625,-1115.36694386694,0,111,105,102,2,3.48672216598482,10.5687116219948,0.174931452290205,4.16172562819816e-26,0.527777777777778,0.72
"USGS-01668000","TEMP",0.117391397680755,0.042857142857143,-87.4680952380952,0,104,98,94,2,3.75376244781832,2.90800066297231,0.153066743006502,0.00363747566458878,0.00843455209563073,0.075
"USGS-01673000","PH",0.164543013235378,0.00624999999999998,-4.77326388888892,116,122,121,117,3,2.30056228221432,5.34133991658407,0.512413197189806,9.22620695567019e-08,0.00357142857142856,0.00833333333333338
"USGS-01673000","SPCOND",0.371111633844283,1.375,-3600.75,117,123,122,117,3,1.37611273028955,12.0218132366625,0.711143467767936,2.72915961128923e-33,1.125,1.65217391304348
"USGS-01673000","TEMP",0.0814775051449927,0.032,-32.893131868132,108,115,117,108,3,3.10333334283023,2.55014958690144,0.375965976976314,0.0107676707496349,0.00311583659944397,0.0583333333333333
"USGS-01673000","TN",0.121577504209243,0.0025,-5.65295454545454,80,88,86,82,3,3.68664975405966,3.27333803732692,0.297348811370202,0.00106285283063195,0.000869565217391305,0.0040561966849745
"USGS-01673000","TP",0.237397704295119,0.000714285714285714,-1.22307692307692,83,88,85,82,3,7.30112352182831,6.53259203674149,0.0628947681881394,6.46410480954872e-11,0.000526315789473684,0.001
"USGS-02035000","NH4F",-0.34137342050422,-0.000951190476190476,1.77163920454545,90,110,110,101,3,0.437216693624364,-10.156649132674,0.932451503971813,3.09532217938552e-24,-0.00118206123100352,-0.00075
"USGS-02035000","PH",0.256617708784994,0.0157894736842105,-19.874930875576,114,123,124,120,3,4.33758699378895,8.36331696967492,0.227242763186829,6.09790970996686e-17,0.0121212121212121,0.0192307692307692
"USGS-02035000","SPCOND",0.236077590182301,1.41666666666667,-3143.33333333333,116,123,123,120,3,1.273701327045,7.6860537580635,0.73538722609539,1.51742767558049e-14,1.0625,1.75
"USGS-02035000","TEMP",0.0724563767287311,0.0333333333333338,-75.827807486631,107,116,116,111,3,4.99400757753195,2.26394537076068,0.172236465165797,0.0235774749485043,0,0.0633333333333333
"USGS-02035000","TN",-0.109694679744901,-0.00333333333333334,6.14800511508951,82,91,89,90,3,6.06705896898494,-2.93848985328495,0.108392852058758,0.00329815453831504,-0.00583333333333333,-0.00101017770876371
"USGS-02035000","TP",-0.128772699626584,-0.000909090909090909,1.95743243243243,84,91,90,88,3,19.8753353181124,-3.51219868379363,0.000180145091325579,0.00044441562608426,-0.00142857142857143,-0.000333333333333333
"USGS-02035000","NO23F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS-03085000","FE_TOT",-0.364505125691974,-30.8578431372549,51751.3928571429,40,46,44,44,3,1.55794892379645,-6.88572883465782,0.668961748165716,5.7492413824383e-12,-42.6637667905635,-20.7787111334143
"USGS-03085000","HARD_NONCARB",-0.359792530653989,-0.8,1585.805353902,51,57,58,57,3,1.91356403608333,-7.85685836028022,0.590539149751679,3.93887828352315e-15,-1,-0.606060606060606
"USGS-03085000","HARDNESS",-0.0370450032803334,-0.049390243902439,143.085185185185,76,81,83,80,3,1.29910950409476,-0.989495045921537,0.729344544218964,0.322420992521477,-0.294117647058824,0.0562281155154446
"USGS-03085000","MN_TOT",-0.53563137136198,-4.1025641025641,9374.35923878668,40,44,45,44,3,0.739137235105161,-10.2087230278423,0.8639621130824,1.81234229143421e-24,-5,-3.33333333333333
"USGS-03085000","NH4F",-0.463173446272038,-0.00375833333333333,7.50936093073593,72,0,0,71,1,2.48169256991412,-8.13223972414135,0.115178245346912,4.21430358449919e-16,-0.00463816126075209,-0.00291179751320087
